	Time	Time (s)	Logger Temperature [�F]	External Voltage [V]	Channel01 [mV]	Channel02 [mV]	Channel03 [mV]	Channel04 [mV]	Channel05 [mV]	Channel06 [mV]	Channel07 [mV]	Channel08 [mV]	InlineAcc [g]	LateralAcc [g]	VerticalAcc [g]	RollRate [deg/s]	PitchRate [deg/s]	YawRate [deg/s]	ECU_RPM [rpm]	EX_TEMP_2 [�F]	EX_TEMP_1 [�F]	ECU_GEAR [gear]	ECU_WH_SP_FL [mph]	ECU_WH_SP_RL [mph]	ECU_WH_SP_RR [mph]	ECU_WH_SP_FR [mph]	ECU_ECT [�F]	ECU_EXH_T [�F]	ECU_OIL_T [�F]	ECU_GBOX_T [�F]	ECU_IAT [�F]	ECU_AIR_T [�F]	ECU_AMB_T [�F]	ECU_FUEL_T [�F]	ECU_OIL_P [bar]	BRK_PRESS_F [bar]	BRK_PRESS_R [bar]	ECU_FUEL_P [bar]	ECU_BOOST_AIM [bar]	ECU_BOOST_P [bar]	ECU_AMB_P [bar]	COOL_PRESS [bar]	STEER_PRESS [bar]	ECU_MAP [bar]	IGN_CY8_TRIM_KNK [deg]	ECU_IGN_TIME [deg]	ECU_EX_CM_P2 [deg]	ECU_IN_CM_P2 [deg]	ECU_EX_CM_P1 [deg]	ECU_IN_CM_AIM [deg]	ECU_IN_CM_P1 [deg]	ECU_EX_CM_AIM [deg]	ECU_FUEL_TIME [deg]	IGN_CY1_TRIM_KNK [deg]	IGN_CY2_TRIM_KNK [deg]	IGN_CY3_TRIM_KNK [deg]	IGN_CY4_TRIM_KNK [deg]	IGN_CY5_TRIM_KNK [deg]	IGN_CY6_TRIM_KNK [deg]	IGN_CY7_TRIM_KNK [deg]	ECU_THROTTLE [%]	ECU_PEDAL_POS [%]	FUEL_CLOSE_LOOP1 [%]	FUEL_CLOSE_LOOP2 [%]	ECU_IN_CM_D2 [%]	ECU_ENG_LOAD_AVG [%]	ECU_EX_CM_D1 [%]	ECU_EX_CM_D2 [%]	ECU_FUE_IJ_DY [%]	ECU_ENG_EFICY [%]	ECU_IN_CM_D1 [%]	ECU_CY1_KNK [%]	ECU_CY2_KNK [%]	ECU_CY3_KNK [%]	ECU_CY4_KNK [%]	ECU_CY5_KNK [%]	ECU_CY6_KNK [%]	ECU_CY8_KNK [%]	ECU_IGN_O_LV [%]	ECU_FUE_O_LV [%]	FUEL_COMPOSITION [%]	ECU_BOOST_DTY [%]	ECU_ENG_RUN [ms]	ENG_RUN_TIME_TOT [ms]	ECU_V_BATT [V]	ECU_FUEL [l]	ECU_FUEL_USED [l]	ECU_FUEL_LEV [l]	EXHAUST_LAMBDA_1 [lambda]	EXHAUST_LAMBDA [lambda]	EXHAUST_LAMBDA_2 [lambda]	ECU_FUEL_MIX [lambda]	ECU_ENGINE_LOAD [#]	ECU_GEAR_LV [#]	ECU_IGN_CUT_REQ [#]	ECU_IGN_TIME_ST [#]	LAUNCH_STATE [#]	ANTI_LAG_STATE [#]	ECU_FUE_O_CN [#]	ECU_IGN_O_CN [#]	ECU_CY7_KNK [#]	WARNING_FLAG1 []	WARNING_FLAG2 []	
		31.460	113.169	13.154	-33.805	-43.994	-43.599	-42.976	-44.923	-43.251	-42.988	-43.164	-0.049	-0.273	-0.870	0.859	0.181	22.209	4053.665	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	2.992	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.465	3276.700	-3276.700	3276.700	24.056	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.484	2.478	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	12.984	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.349	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.480	113.169	13.155	-33.826	-44.012	-43.652	-43.122	-44.872	-43.235	-42.851	-43.434	-0.052	-0.276	-0.843	0.585	0.074	23.046	4057.772	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.014	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.453	3276.700	-3276.700	3276.700	23.908	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.527	2.507	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	12.966	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.400	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.500	113.169	13.156	-33.850	-44.023	-43.699	-43.267	-44.824	-43.236	-42.747	-43.674	-0.067	-0.285	-0.847	0.514	-0.197	23.571	4061.684	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.035	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.442	3276.700	-3276.700	3276.700	23.768	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.567	2.534	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	12.948	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.449	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.520	113.169	13.156	-33.907	-43.969	-43.720	-43.464	-44.783	-43.373	-42.877	-43.758	-0.087	-0.299	-0.883	0.687	-0.525	23.818	4065.596	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.056	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.431	3276.700	-3276.700	3276.700	23.628	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.608	2.561	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	12.931	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.498	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.540	113.169	13.157	-33.965	-43.915	-43.742	-43.662	-44.742	-43.511	-43.007	-43.842	-0.100	-0.310	-0.943	0.938	-0.787	23.893	4069.508	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.077	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.420	3276.700	-3276.700	3276.700	23.487	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.648	2.588	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	12.913	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.547	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.560	113.169	13.158	-33.898	-43.886	-43.680	-43.750	-44.576	-43.571	-43.193	-43.994	-0.099	-0.310	-1.010	1.256	-0.915	24.028	4073.795	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.088	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.453	3276.700	-3276.700	3276.700	23.427	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.679	2.613	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	12.918	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.563	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.580	113.169	13.159	-33.761	-43.873	-43.573	-43.763	-44.346	-43.578	-43.398	-44.176	-0.086	-0.306	-1.055	1.801	-0.900	24.438	4077.983	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.092	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.510	3276.700	-3276.700	3276.700	23.421	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.701	2.635	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	12.937	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.559	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.600	113.169	13.160	-33.625	-43.855	-43.504	-43.759	-44.209	-43.606	-43.574	-44.331	-0.071	-0.317	-1.048	2.632	-0.788	25.741	4082.171	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.097	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.566	3276.700	-3276.700	3276.700	23.415	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.724	2.657	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	12.956	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.555	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.620	113.169	13.160	-33.501	-43.804	-43.654	-43.654	-44.600	-43.753	-43.591	-44.326	-0.066	-0.349	-1.001	3.015	-0.718	27.323	4086.358	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.101	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.623	3276.700	-3276.700	3276.700	23.409	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.746	2.678	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	12.975	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.550	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.640	113.169	13.161	-33.372	-43.750	-43.811	-43.544	-45.011	-43.906	-43.608	-44.320	-0.068	-0.393	-0.943	2.809	-0.740	28.918	4090.756	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.106	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.682	3276.700	-3276.700	3276.700	23.402	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.770	2.701	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	12.994	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.546	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.660	113.171	13.162	-33.397	-43.818	-43.839	-43.326	-45.036	-44.018	-43.609	-44.235	-0.069	-0.434	-0.902	2.395	-0.821	30.288	4098.893	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.106	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.681	3276.700	-3276.700	3276.700	23.415	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.780	2.729	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.608	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.680	113.173	13.162	-33.487	-43.936	-43.814	-43.060	-44.905	-44.116	-43.604	-44.115	-0.069	-0.469	-0.889	2.054	-0.891	31.363	4108.723	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.104	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.655	3276.700	-3276.700	3276.700	23.434	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.784	2.761	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.699	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.700	113.176	13.162	-33.560	-44.061	-43.785	-42.890	-44.770	-44.152	-43.592	-43.989	-0.071	-0.497	-0.904	1.888	-0.858	32.147	4118.553	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.102	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.629	3276.700	-3276.700	3276.700	23.454	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.789	2.792	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.790	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.720	113.178	13.163	-33.564	-44.210	-43.741	-43.108	-44.619	-43.940	-43.551	-43.839	-0.074	-0.513	-0.935	1.903	-0.681	32.741	4128.383	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.100	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.603	3276.700	-3276.700	3276.700	23.474	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.793	2.823	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.881	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.740	113.181	13.163	-33.568	-44.366	-43.695	-43.336	-44.460	-43.718	-43.507	-43.681	-0.077	-0.517	-0.970	2.118	-0.404	33.351	4138.705	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.098	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.575	3276.700	-3276.700	3276.700	23.495	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.798	2.856	100.000	100.000	0.000	3.000	0.000	0.000	14.000	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	136.977	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.760	113.184	13.164	-33.532	-44.307	-43.653	-43.335	-44.583	-43.673	-43.472	-43.665	-0.081	-0.510	-0.992	2.494	-0.199	34.121	4132.248	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.091	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.558	3276.700	-3276.700	3276.700	23.440	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.799	2.869	100.000	100.000	0.000	3.000	0.000	0.000	14.115	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	137.000	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.780	113.186	13.164	-33.483	-44.178	-43.610	-43.262	-44.798	-43.683	-43.438	-43.694	-0.084	-0.501	-1.005	2.940	-0.162	35.136	4120.361	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.082	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.545	3276.700	-3276.700	3276.700	23.361	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.799	2.876	100.000	100.000	0.000	3.000	0.000	0.000	14.268	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	137.000	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.800	113.189	13.164	-33.440	-44.042	-43.607	-43.219	-44.961	-43.748	-43.396	-43.705	-0.088	-0.502	-1.010	3.255	-0.277	36.320	4108.475	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.074	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.531	3276.700	-3276.700	3276.700	23.281	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.799	2.883	100.000	100.000	0.000	3.000	0.000	0.000	14.421	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	137.000	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.820	113.192	13.165	-33.410	-43.877	-43.728	-43.271	-44.968	-43.991	-43.328	-43.662	-0.093	-0.519	-1.007	3.199	-0.431	37.574	4095.994	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.065	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.516	3276.700	-3276.700	3276.700	23.197	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.799	2.891	100.000	100.000	0.000	3.000	0.000	0.000	14.582	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	137.000	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.840	113.194	13.165	-33.381	-43.719	-43.843	-43.321	-44.974	-44.223	-43.263	-43.621	-0.097	-0.544	-0.990	2.715	-0.490	38.586	4084.108	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.056	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.503	3276.700	-3276.700	3276.700	23.118	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.799	2.898	100.000	100.000	0.000	3.000	0.000	0.000	14.736	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	137.000	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.860	113.197	13.165	-33.323	-43.790	-43.996	-43.531	-44.928	-43.969	-43.375	-43.538	-0.097	-0.564	-0.965	2.154	-0.444	39.331	4088.892	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.052	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.528	3276.700	-3276.700	3276.700	23.112	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.816	2.899	100.000	100.000	0.000	3.000	0.000	0.000	14.663	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	137.000	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.880	113.200	13.166	-33.258	-43.917	-44.158	-43.781	-44.869	-43.594	-43.531	-43.444	-0.092	-0.575	-0.944	1.983	-0.350	39.892	4097.845	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.049	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.563	3276.700	-3276.700	3276.700	23.125	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.839	2.899	100.000	100.000	0.000	3.000	0.000	0.000	14.534	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	137.000	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.900	113.202	13.166	-33.247	-44.060	-44.258	-43.911	-44.776	-43.364	-43.594	-43.415	-0.083	-0.581	-0.936	2.313	-0.268	40.473	4106.797	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.046	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.598	3276.700	-3276.700	3276.700	23.138	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.861	2.899	100.000	100.000	0.000	3.000	0.000	0.000	14.405	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	137.000	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.920	113.205	13.167	-33.369	-44.246	-44.209	-43.750	-44.594	-43.478	-43.430	-43.544	-0.074	-0.589	-0.941	2.869	-0.231	41.323	4116.197	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.042	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.635	3276.700	-3276.700	3276.700	23.152	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.884	2.899	100.000	100.000	0.000	3.000	0.000	0.000	14.270	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	137.000	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.940	113.208	13.167	-33.486	-44.423	-44.163	-43.598	-44.420	-43.587	-43.273	-43.666	-0.070	-0.598	-0.957	3.307	-0.245	42.447	4125.149	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.400	491.000	95.000	419.000	419.000	86.000	3.039	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.670	3276.700	-3276.700	3276.700	23.165	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.906	2.899	100.000	100.000	0.000	3.000	0.000	0.000	14.141	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	30999.740	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	137.000	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.960	113.210	13.167	-33.397	-44.027	-43.932	-43.309	-44.349	-43.505	-42.995	-43.521	-0.066	-0.607	-0.977	3.665	-0.279	43.806	4114.470	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.418	491.000	95.000	419.000	419.000	86.000	3.038	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.662	3276.700	-3276.700	3276.700	23.132	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.925	2.916	100.000	100.000	0.000	3.000	0.000	0.000	14.269	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	31008.166	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	137.000	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
		31.980	113.213	13.168	-33.272	-43.530	-43.668	-42.997	-44.297	-43.390	-42.695	-43.328	-0.062	-0.620	-0.991	4.022	-0.276	45.249	4100.327	11828.300	11828.300	-2.000	4072.156	4072.156	4072.156	4072.156	176.000	11828.300	-0.440	491.000	95.000	419.000	419.000	86.000	3.038	327.670	327.670	65.535	0.000	0.000	1.016	32.767	32.767	1.016	0.000	18.647	3276.700	-3276.700	3276.700	23.092	-3276.700	0.000	-6253.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.943	2.936	100.000	100.000	0.000	3.000	0.000	0.000	14.443	8.100	0.000	255.000	255.000	255.000	255.000	255.000	255.000	255.000	0.000	0.000	-0.000	0.000	31018.078	54719956.000	13.000	0.000	1.310	255.000	0.500	0.500	2.550	0.980	137.000	622.300	0.000	0.000	0.000	0.000	0.000	0.000	255.000	0.000	0.000	
